Unnamed: 0,symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,SMA_10,EMA_10,RSI,MACD
329,AAPL,2016-09-14 00:00:00+00:00,111.77,113.03,108.6,108.73,112340318,105.6726851239,106.8639491773,102.675616037,102.798524233,112340318,0.0,1.0,107.04299999999998,107.49928884795257,65.21023803177309,0.7100998149199
330,AAPL,2016-09-15 00:00:00+00:00,115.57,115.73,113.49,113.86,90613177,109.2653862375,109.4166578633,107.2988551016,107.6486707364,90613177,0.0,1.0,107.99000000000001,108.96669087559756,71.6022872616276,1.3078621809376756
331,AAPL,2016-09-16 00:00:00+00:00,114.92,116.13,114.04,115.12,79886911,108.6508452575,109.7948369279,107.8188513154,108.8399347898,79886911,0.0,1.0,108.809,110.049110716398,69.25819727168704,1.7094382548155522
332,AAPL,2016-09-19 00:00:00+00:00,113.58,116.18,113.25,115.19,47023046,107.3839453911,109.842109311,107.0719476628,108.9061161261,47023046,0.0,1.0,109.394,110.69109058614383,64.56548499300513,1.8976880191949306
333,AAPL,2016-09-20 00:00:00+00:00,113.57,114.12,112.51,113.05,34514269,107.3744909145,107.8944871283,106.3723163934,106.8828581306,34514269,0.0,1.0,109.981,111.2145286613904,64.5303454087388,2.0227533557406474
334,AAPL,2016-09-21 00:00:00+00:00,113.55,113.989,112.441,113.85,36003185,107.3555819613,107.7706334847,106.3070805047,107.6392162597,36003185,0.0,1.0,110.5,111.63915981386488,64.45478990983337,2.096092256387692
335,AAPL,2016-09-22 00:00:00+00:00,114.62,114.94,114.0,114.35,31073984,108.3672109591,108.6697542108,107.781033409,108.1119400905,31073984,0.0,1.0,111.41,112.18113075679854,66.7011035496916,2.215020543146622
336,AAPL,2016-09-23 00:00:00+00:00,112.71,114.79,111.55,114.42,52481151,106.5614059256,108.5279370615,105.4646866383,108.1781214268,52481151,0.0,1.0,112.36799999999998,112.27728880101698,59.47568463507022,2.1305909040757456
337,AAPL,2016-09-26 00:00:00+00:00,112.88,113.39,111.55,111.64,29869442,106.7221320281,107.2043103355,105.4646866383,105.5497769279,29869442,0.0,1.0,113.112,112.38687265537753,59.89213172327384,2.0537233417942673
338,AAPL,2016-09-27 00:00:00+00:00,113.09,113.18,112.34,113.0,24607412,106.920676037,107.0057663265,106.2115902909,106.8355857475,24607412,0.0,1.0,113.626,112.51471399076343,60.43305014564962,1.9868473503567117
339,AAPL,2016-09-28 00:00:00+00:00,113.95,114.64,113.43,113.69,29641085,107.7337610259,108.3861199123,107.2421282419,107.4879446339,29641085,0.0,1.0,113.84400000000001,112.7756750833519,62.65434453150699,1.9804134841266574
340,AAPL,2016-09-29 00:00:00+00:00,112.18,113.8,111.8,113.16,35886990,106.0603186651,107.5919438767,105.7010485537,106.9868573733,35886990,0.0,1.0,113.505,112.66737052274246,55.72086987292382,1.8116073099107695
341,AAPL,2016-09-30 00:00:00+00:00,113.05,113.37,111.8,112.46,36379106,106.8828581306,107.1854013822,105.7010485537,106.3250440103,36379106,0.0,1.0,113.31800000000001,112.73693951860747,58.17109989151716,1.7281083721643
342,AAPL,2016-10-03 00:00:00+00:00,112.52,113.05,112.28,112.71,21701760,106.38177087,106.8828581306,106.1548634312,106.5614059256,21701760,0.0,1.0,113.21200000000002,112.69749596976975,56.13326325230354,1.6007162315120524
343,AAPL,2016-10-04 00:00:00+00:00,113.0,114.31,112.63,113.06,29736835,106.8355857475,108.074122184,106.4857701127,106.8923126072,29736835,0.0,1.0,113.155,112.75249670253889,57.58255767219088,1.5209563921803948
344,AAPL,2016-10-05 00:00:00+00:00,113.05,113.66,112.69,113.4,21453089,106.8828581306,107.4595812041,106.5424969724,107.2137648121,21453089,0.0,1.0,113.10499999999999,112.80658821116819,57.73918682232533,1.4451222571806
345,AAPL,2016-10-06 00:00:00+00:00,113.89,114.34,113.13,113.7,28779313,107.6770341662,108.1024856139,106.9584939435,107.4973991105,28779313,0.0,1.0,113.032,113.00357217277399,60.38570002235264,1.4362479661445064
346,AAPL,2016-10-07 00:00:00+00:00,114.06,114.56,113.51,114.31,24358443,107.8377602687,108.3104840994,107.3177640548,108.074122184,24358443,0.0,1.0,113.167,113.19564995954235,60.91910254104615,1.4264889293937841
347,AAPL,2016-10-10 00:00:00+00:00,116.05,116.75,114.72,115.02,36235956,109.719201115,110.381014478,108.4617557252,108.7453900237,36235956,0.0,1.0,113.484,113.71462269417103,66.59018525993953,1.5613331150803447
348,AAPL,2016-10-11 00:00:00+00:00,116.3,118.69,116.2,117.7,64041043,109.9555630304,112.2151829413,109.8610182642,111.2791897564,64041043,0.0,1.0,113.80499999999999,114.18469129523083,67.23347039475871,1.6691303190788602
349,AAPL,2016-10-12 00:00:00+00:00,117.34,117.98,116.75,117.35,37586787,110.9388285983,111.5439151017,110.381014478,110.9482830749,37586787,0.0,1.0,114.14399999999998,114.75838378700706,69.83545234378441,1.8175283527634036
350,AAPL,2016-10-13 00:00:00+00:00,116.98,117.44,115.72,116.79,35192406,110.5984674402,111.0333733645,109.4072033867,110.4188323845,35192406,0.0,1.0,114.624,115.16231400755125,67.82758942002359,1.8843640959320567
351,AAPL,2016-10-14 00:00:00+00:00,117.63,118.17,117.13,117.88,35652191,111.2130084201,111.7235501573,110.7402845894,111.4493703355,35652191,0.0,1.0,115.082,115.61098418799648,69.53097217612938,1.9671058993156691
352,AAPL,2016-10-17 00:00:00+00:00,117.55,117.84,116.78,117.33,23624896,111.1373726072,111.4115524291,110.4093779079,110.9293741217,23624896,0.0,1.0,115.585,115.96353251745165,69.04643044225796,2.0031331709203357
353,AAPL,2016-10-18 00:00:00+00:00,117.47,118.21,117.45,118.18,24553478,111.0617367943,111.7613680638,111.0428278411,111.733004634,24553478,0.0,1.0,116.032,116.23743569609681,68.53211248275366,2.002150170941974
354,AAPL,2016-10-19 00:00:00+00:00,117.12,117.76,113.8,117.25,20034594,110.7308301128,111.3359166161,107.5919438767,110.8537383088,20034594,0.0,1.0,116.439,116.3979019331701,66.20848321671889,1.9506432601789783
355,AAPL,2016-10-20 00:00:00+00:00,117.06,117.38,116.33,116.86,24125801,110.6741032531,110.9766465048,109.9839264602,110.4850137208,24125801,0.0,1.0,116.75600000000001,116.51828339986646,65.79662830728469,1.883272965305622
356,AAPL,2016-10-21 00:00:00+00:00,116.6,116.91,116.28,116.81,23192665,110.2391973288,110.5322861039,109.9366540771,110.4377413377,23192665,0.0,1.0,117.00999999999999,116.53314096352712,62.58241854325281,1.7723330138771587
357,AAPL,2016-10-24 00:00:00+00:00,117.65,117.74,117.0,117.1,23538673,111.2319173734,111.3170076629,110.6173763934,110.7119211596,23538673,0.0,1.0,117.17,116.73620624288581,66.59396362646923,1.7489774050499705
358,AAPL,2016-10-25 00:00:00+00:00,118.25,118.36,117.31,117.95,48128970,111.7991859703,111.903185213,110.9104651685,111.5155516718,48128970,0.0,1.0,117.36500000000001,117.01144147145203,68.66153414711819,1.7586107325494709
359,AAPL,2016-10-26 00:00:00+00:00,115.59,115.7,113.31,114.31,66134219,109.2842951907,109.3882944335,107.1286745225,108.074122184,66134219,0.0,1.0,117.19000000000001,116.75299756755167,53.00022215434824,1.533923331216613
360,AAPL,2016-10-27 00:00:00+00:00,114.48,115.86,114.1,115.39,34562045,108.2348482865,109.5395660593,107.8755781751,109.0952056584,34562045,0.0,1.0,116.94000000000001,116.33972528254228,48.07259098113216,1.251858577110056
361,AAPL,2016-10-28 00:00:00+00:00,113.72,115.21,113.45,113.87,37861662,107.5163080637,108.9250250794,107.2610371951,107.658125213,37861662,0.0,1.0,116.549,115.86341159480732,44.988432658918335,0.9559746976578083
362,AAPL,2016-10-31 00:00:00+00:00,113.54,114.23,113.2,113.65,26419398,107.3461274847,107.9984863711,107.0246752798,107.4501267274,26419398,0.0,1.0,116.148,115.44097312302416,44.264106069496044,0.6989035704783078
363,AAPL,2016-11-01 00:00:00+00:00,111.49,113.77,110.53,113.46,43825812,105.4079597786,107.5635804468,104.5003300236,107.2704916718,43825812,0.0,1.0,115.55,114.72261437338341,36.96471030513953,0.3259970911156955
364,AAPL,2016-11-02 00:00:00+00:00,111.59,112.35,111.23,111.4,28331709,105.5025045448,106.2210447675,105.1621433867,105.3228694891,28331709,0.0,1.0,114.997,114.15304812367734,37.50609218783515,0.038096036445665504
365,AAPL,2016-11-03 00:00:00+00:00,109.83,111.46,109.55,110.98,26932602,104.3774218276,105.9264994711,104.1113226005,105.4703293675,26932602,0.57,1.0,114.274,113.36703937391783,32.25536684421262,-0.32830047118977745
366,AAPL,2016-11-04 00:00:00+00:00,108.84,110.25,108.11,108.53,30836997,103.436570989,104.7765706683,102.7428122898,103.1419611304,30836997,0.0,1.0,113.498,112.54394130593276,29.733775242585494,-0.6905963051355997
367,AAPL,2016-11-07 00:00:00+00:00,110.41,110.51,109.46,110.08,32560000,104.9286273695,105.0236628077,104.0257907061,104.6150104232,32560000,0.0,1.0,112.774,112.15595197758135,38.01018939167147,-0.8413341088807869
368,AAPL,2016-11-08 00:00:00+00:00,111.06,111.72,109.7,110.31,24254179,105.5463577181,106.1735916105,104.2538757579,104.8335919312,24254179,0.0,1.0,112.05499999999999,111.95668798165747,41.1032289017595,-0.897993822824958
369,AAPL,2016-11-09 00:00:00+00:00,110.88,111.32,108.05,109.88,59176361,105.3752939292,105.7934498575,102.6857910268,104.4249395467,59176361,0.0,1.0,111.58399999999999,111.76092653044704,40.50057198311796,-0.9465107631193916
370,AAPL,2016-11-10 00:00:00+00:00,107.79,111.09,105.83,111.09,57134541,102.4386988874,105.5748683495,100.5760042977,105.5748683495,57134541,0.0,1.0,110.915,111.03893988854757,31.86362823370112,-1.2202318899811928
371,AAPL,2016-11-11 00:00:00+00:00,108.43,108.87,106.55,107.12,34143898,103.0469256922,103.4650816204,101.2602594531,101.8019614511,34143898,0.0,1.0,110.386,110.56458718153893,34.95750019526491,-1.3697258567249833
372,AAPL,2016-11-14 00:00:00+00:00,105.71,107.809,104.08,107.71,51175504,100.4619617718,102.4567556206,98.9128841284,102.3626705368,51175504,0.0,1.0,109.603,109.68193496671367,28.942530474128077,-1.6882214049518893
373,AAPL,2016-11-15 00:00:00+00:00,107.11,107.68,106.1593,106.57,32264510,101.7924579073,102.3341599053,100.8889559959,101.2792665407,32264510,0.0,1.0,109.165,109.21431042731118,35.1295801175777,-1.8068350520817944
374,AAPL,2016-11-16 00:00:00+00:00,109.99,110.23,106.6,106.7,58840522,104.5294785288,104.7575635806,101.3077771722,101.4028126105,58840522,0.0,1.0,109.005,109.35534489507276,45.61937899407675,-1.6494316696099816
375,AAPL,2016-11-17 00:00:00+00:00,109.95,110.35,108.83,109.81,27632003,104.4914643535,104.8716061065,103.4270674451,104.35841474,27632003,0.0,1.0,109.01700000000001,109.46346400505954,45.50930800442066,-1.5105038722931994
376,AAPL,2016-11-18 00:00:00+00:00,110.06,110.54,109.66,109.72,28428917,104.5960033356,105.0521734392,104.2158615826,104.2728828456,28428917,0.0,1.0,109.13900000000001,109.5719250950487,45.895916085327194,-1.3756686593265783
377,AAPL,2016-11-21 00:00:00+00:00,111.73,111.99,110.01,110.12,29264571,106.1830951543,106.4301872938,104.5484856165,104.6530245985,29264571,0.0,1.0,109.271,109.96430235049439,51.51962744525354,-1.1211320262692226
378,AAPL,2016-11-22 00:00:00+00:00,111.8,112.42,111.4,111.95,25965534,106.2496199611,106.8388396782,105.8694782081,106.3921731185,25965534,0.0,1.0,109.345,110.29806555949541,51.746035683391696,-0.9033482593294764
379,AAPL,2016-11-23 00:00:00+00:00,111.23,111.51,110.33,111.36,27426394,105.7079179631,105.9740171902,104.8525990189,105.8314640328,27426394,0.0,1.0,109.38,110.46750818504171,49.710242493274464,-0.7678954703102505
380,AAPL,2016-11-25 00:00:00+00:00,111.79,111.87,110.95,111.13,11475922,106.2401164173,106.3161447679,105.441818736,105.6128825248,11475922,0.0,1.0,109.78,110.70796124230685,51.71990239731479,-0.608348180106475
381,AAPL,2016-11-28 00:00:00+00:00,111.57,112.465,111.39,111.43,27193983,106.0310384531,106.8816056255,105.8599746643,105.8979888396,27193983,0.0,1.0,110.09400000000001,110.86469556188743,50.860020328161916,-0.4939638566692537
382,AAPL,2016-11-29 00:00:00+00:00,111.46,112.03,110.07,110.78,28528750,105.9264994711,106.4682014691,104.6055068794,105.280258491,28528750,0.0,1.0,110.66900000000001,110.97293273245334,50.408744816283914,-0.40749222028203747
383,AAPL,2016-11-30 00:00:00+00:00,110.52,112.2,110.27,111.6,36162258,105.0331663515,106.6297617141,104.7955777559,106.0595490846,36162258,0.0,1.0,111.00999999999999,110.89058132655275,46.60332971598907,-0.4100857562147695
384,AAPL,2016-12-01 00:00:00+00:00,109.49,110.94,109.03,110.365,37086862,104.0543013376,105.4323151922,103.6171383216,104.8858614223,37086862,0.0,1.0,110.96,110.63593017627042,42.7913853402621,-0.4896096290257219
385,AAPL,2016-12-02 00:00:00+00:00,109.9,110.09,108.85,109.17,26527997,104.4439466344,104.6245139671,103.4460745328,103.7501879352,26527997,0.0,1.0,110.955,110.50212468967581,44.729391567828294,-0.5136285079627783
386,AAPL,2016-12-05 00:00:00+00:00,109.11,110.03,108.25,110.0,34324540,103.6931666722,104.5674927041,102.8758619033,104.5389820726,34324540,0.0,1.0,110.85999999999999,110.24901110973475,41.79166526471457,-0.5896133446460539
387,AAPL,2016-12-06 00:00:00+00:00,109.95,110.36,109.19,109.5,26195462,104.4914643535,104.8811096503,103.7691950228,104.0638048814,26195462,0.0,1.0,110.68199999999999,110.19464545341935,45.86310981050608,-0.5754178366954079
388,AAPL,2016-12-07 00:00:00+00:00,111.03,111.19,109.16,109.26,29998719,105.5178470866,105.6699037878,103.7406843914,103.8357198296,29998719,0.0,1.0,110.60499999999999,110.3465280982522,50.64323417763624,-0.47158468560364497
389,AAPL,2016-12-08 00:00:00+00:00,112.12,112.43,110.6,110.86,27068316,106.5537333635,106.84834322209998,105.10919470209998,105.3562868416,27068316,0.0,1.0,110.694,110.66897753493362,54.9652020636019,-0.29790817479837983
390,AAPL,2016-12-09 00:00:00+00:00,113.95,114.7,112.31,112.31,34402627,108.2928818834,109.0056476703,106.7343006962,106.7343006962,34402627,0.0,1.0,110.91,111.2655270740366,61.12069221318944,-0.012458963485997288
391,AAPL,2016-12-12 00:00:00+00:00,113.3,115.0,112.49,113.29,26374377,107.6751515348,109.290753985,106.905364485,107.665647991,26374377,0.0,1.0,111.083,111.63543124239358,58.083886282151894,0.15947371162752688
392,AAPL,2016-12-13 00:00:00+00:00,115.19,115.92,113.75,113.84,43733811,109.4713213177,110.1650800169,108.1028110069,108.1883429014,43733811,0.0,1.0,111.45599999999999,112.2817164710493,63.72729887781363,0.44313066550134295
393,AAPL,2016-12-14 00:00:00+00:00,115.19,116.2,114.98,115.04,34031834,109.4713213177,110.431179244,109.2717468974,109.3287681603,34031834,0.0,1.0,111.923,112.81049529449488,63.72729887781363,0.6603190975620095
394,AAPL,2016-12-15 00:00:00+00:00,115.82,116.73,115.23,115.38,46524544,110.0700445787,110.9348670667,109.509335493,109.6518886504,46524544,0.0,1.0,112.556,113.35767796822309,65.52183831607297,0.8732123808281926
395,AAPL,2016-12-16 00:00:00+00:00,115.97,116.5,115.645,116.47,44351134,110.212597736,110.7162855588,109.9037325617,110.6877749273,44351134,0.0,1.0,113.16300000000001,113.83264561036434,65.95373314233237,1.0420237864546635
396,AAPL,2016-12-19 00:00:00+00:00,116.64,117.38,115.75,115.8,27779423,110.8493351723,111.5525974153,110.0035197719,110.051037491,27779423,0.0,1.0,113.91600000000001,114.34307368120719,67.88864320323042,1.2158558132394575
397,AAPL,2016-12-20 00:00:00+00:00,116.95,117.5,116.68,116.74,21424965,111.1439450309,111.6666399412,110.8873493476,110.9443706106,21424965,0.0,1.0,114.61599999999999,114.81706028462406,68.77293189018772,1.3629224346436075
398,AAPL,2016-12-21 00:00:00+00:00,117.06,117.4,116.78,116.8,23783165,111.2484840129,111.571604503,110.9823847859,111.0013918735,23783165,0.0,1.0,115.21900000000001,115.22486750560152,69.0981209866635,1.4713886202492148
399,AAPL,2016-12-22 00:00:00+00:00,116.29,116.51,115.64,116.35,26085854,110.5167111384,110.7257891026,109.8989807898,110.5737324014,26085854,0.0,1.0,115.63600000000001,115.41852795912851,64.06853452333583,1.4781767870883868
400,AAPL,2016-12-23 00:00:00+00:00,116.52,116.52,115.59,115.59,14249484,110.7352926464,110.7352926464,109.8514630707,109.8514630707,14249484,0.0,1.0,115.893,115.61879560292333,64.89060893857815,1.4849974102576482
401,AAPL,2016-12-27 00:00:00+00:00,117.26,117.8,116.49,116.52,18296855,111.4385548894,111.951746256,110.7067820149,110.7352926464,18296855,0.0,1.0,116.28900000000002,115.91719640239181,67.4694037756202,1.532449494959991
402,AAPL,2016-12-28 00:00:00+00:00,116.76,118.0166,116.2,117.52,20905892,110.9633776982,112.1575930152,110.431179244,111.6856470289,20905892,0.0,1.0,116.446,116.07043342013874,64.04637150781674,1.5122772024053006
403,AAPL,2016-12-29 00:00:00+00:00,116.73,117.1095,116.4,116.45,15039519,110.9348670667,111.2955265549,110.6212501205,110.6687678396,15039519,0.0,1.0,116.6,116.19035461647715,63.83709851075907,1.4768456090658049
404,AAPL,2016-12-30 00:00:00+00:00,115.82,117.2,115.43,116.65,30586265,110.0700445787,111.3815336265,109.6994063695,110.8588387161,30586265,0.0,1.0,116.6,116.1230174134813,57.6803505410304,1.3596630717306937
405,AAPL,2017-01-03 00:00:00+00:00,116.15,116.33,114.76,115.8,28781865,110.3836615249,110.5547253137,109.0626689332,110.051037491,28781865,0.0,1.0,116.61800000000001,116.12792333830289,59.21645394483727,1.2786834419469955
406,AAPL,2017-01-04 00:00:00+00:00,116.02,116.51,115.75,115.85,21118116,110.2601154552,110.7257891026,110.0035197719,110.0985552101,21118116,0.0,1.0,116.556,116.10830091315691,58.318408836209365,1.1902956016099466
407,AAPL,2017-01-05 00:00:00+00:00,116.61,116.8642,115.81,115.92,22193587,110.8208245408,111.0624046249,110.0605410348,110.1650800169,22193587,0.0,1.0,116.522,116.19951892894656,61.194744984324494,1.1545467739771027
408,AAPL,2017-01-06 00:00:00+00:00,117.91,118.16,116.47,116.78,31751900,112.0562852381,112.2938738337,110.6877749273,110.9823847859,31751900,0.0,1.0,116.607,116.5105154873199,66.65488298849144,1.2170849087493565
409,AAPL,2017-01-09 00:00:00+00:00,118.99,119.43,117.94,117.95,33561948,113.0826679711,113.5008238994,112.0847958695,112.0942994134,33561948,0.0,1.0,116.877,116.96133085326174,70.3832264160456,1.3383659555509837
410,AAPL,2017-01-10 00:00:00+00:00,119.11,119.38,118.3,118.77,24462051,113.196710497,113.4533061803,112.4269234472,112.873590007,24462051,0.0,1.0,117.136,117.35199797085052,70.77423982772106,1.4277073346058131
411,AAPL,2017-01-11 00:00:00+00:00,119.75,119.93,118.6,118.74,27588593,113.8049373018,113.9760010907,112.712029762,112.8450793755,27588593,0.0,1.0,117.38499999999999,117.7879983397868,72.83420438787358,1.532488103556389
412,AAPL,2017-01-12 00:00:00+00:00,119.25,119.3,118.21,118.895,27086220,113.3297601106,113.3772778297,112.3413915528,112.9923843048,27086220,0.0,1.0,117.63399999999999,118.05381682346193,68.75679542244268,1.557231006824722
413,AAPL,2017-01-13 00:00:00+00:00,119.04,119.62,118.81,119.11,26111948,113.1301856903,113.6813912321,112.9116041823,113.196710497,26111948,0.0,1.0,117.86500000000001,118.23312285555974,67.05879188079595,1.5421181132962118
414,AAPL,2017-01-17 00:00:00+00:00,120.0,120.24,118.22,118.34,34439843,114.0425258974,114.2706109492,112.3508950966,112.4649376225,34439843,0.0,1.0,118.28300000000002,118.55437324545797,70.62962150857072,1.5892847281864562
415,AAPL,2017-01-18 00:00:00+00:00,119.99,120.5,119.71,120.0,23712961,114.0330223536,114.5177030887,113.7669231265,114.0425258974,23712961,0.0,1.0,118.667,118.81539629173835,70.54383832826126,1.6073294010698476
416,AAPL,2017-01-19 00:00:00+00:00,119.78,120.09,119.37,119.4,25597291,113.8334479333,114.1280577919,113.4438026365,113.4723132679,25597291,0.0,1.0,119.043,118.99077878414955,68.65797492808946,1.5863976843708514
417,AAPL,2017-01-20 00:00:00+00:00,120.0,120.45,119.7346,120.45,32597892,114.0425258974,114.4701853695,113.7903018443,114.4701853695,32597892,0.0,1.0,119.38200000000002,119.17427355066782,69.57559172707663,1.5694694426907887
418,AAPL,2017-01-23 00:00:00+00:00,120.08,120.81,119.77,120.0,22050218,114.118554248,114.8123129472,113.8239443895,114.0425258974,22050218,0.0,1.0,119.599,119.33895108691004,69.92046332863183,1.544702650004794
419,AAPL,2017-01-24 00:00:00+00:00,119.97,120.1,119.5,119.55,23211038,114.014015266,114.1375613357,113.5673487062,113.6148664253,23211038,0.0,1.0,119.697,119.4536872529264,68.76621881247095,1.4989200899231179
420,AAPL,2017-01-25 00:00:00+00:00,121.88,122.1,120.28,120.42,32586673,115.8291921365,116.0382701006,114.3086251245,114.4416747381,32586673,0.0,1.0,119.974,119.8948350251216,76.13350488335598,1.5983335247317854
421,AAPL,2017-01-26 00:00:00+00:00,121.94,122.44,121.6,121.67,26337576,115.8862133994,116.3613905907,115.5630929094,115.6296177162,26337576,0.0,1.0,120.19300000000001,120.26668320237219,76.32244422819912,1.6627932411803954
422,AAPL,2017-01-27 00:00:00+00:00,121.95,122.35,121.6,122.14,20562944,115.8957169433,116.2758586963,115.5630929094,116.0762842759,20562944,0.0,1.0,120.46300000000001,120.5727408019409,76.3560402151684,1.695144378099613
423,AAPL,2017-01-30 00:00:00+00:00,121.63,121.63,120.66,120.93,30377503,115.5916035409,115.5916035409,114.6697597899,114.9263554731,30377503,0.0,1.0,120.72199999999998,120.76496974704256,72.79648598975383,1.675645760265951
424,AAPL,2017-01-31 00:00:00+00:00,121.35,121.39,120.62,121.15,49200993,115.3255043138,115.3635184891,114.6317456146,115.1354334373,49200993,0.0,1.0,120.857,120.87133888394392,69.73322025576815,1.618937204866171
425,AAPL,2017-02-01 00:00:00+00:00,128.75,130.49,127.01,127.03,111985040,122.3581267441,124.0117433696,120.7045101186,120.7235172063,111985040,0.0,1.0,121.73299999999999,122.30382272322686,86.22770831840259,2.146371388471863
426,AAPL,2017-02-02 00:00:00+00:00,128.53,129.39,127.78,127.975,33710411,122.14904878,122.9663535489,121.4362829931,121.6216020977,33710411,0.0,1.0,122.60799999999999,123.43585495536742,84.74899887722601,2.5175933683512994
427,AAPL,2017-02-03 00:00:00+00:00,129.08,129.19,128.16,128.31,24507301,122.6717436903,122.7762826724,121.7974176585,121.9399708158,24507301,0.0,1.0,123.51599999999999,124.46206314530063,85.4220634762124,2.8236209210391507
428,AAPL,2017-02-06 00:00:00+00:00,130.29,130.5,128.9,129.13,26845924,123.8216724931,124.0212469135,122.5006799015,122.7192614095,26845924,0.0,1.0,124.53699999999999,125.52168802797324,86.80204250094788,3.127732297976479
429,AAPL,2017-02-07 00:00:00+00:00,131.53,132.09,130.45,130.54,38183841,125.0001119274,125.5323103816,123.9737291943,124.0592610888,38183841,0.0,1.0,125.69299999999998,126.61410838652355,88.05043076829315,3.4292699032923224
430,AAPL,2017-02-08 00:00:00+00:00,132.04,132.22,131.22,131.35,23004072,125.4847926625,125.6558564513,124.7055020688,124.8290481386,23004072,0.0,1.0,126.70900000000002,127.60063413442836,88.53094235330573,3.667121076650403
431,AAPL,2017-02-09 00:00:00+00:00,132.42,132.445,131.12,131.65,28349859,126.3876293258,126.4114904551,125.1468506057,125.6527065454,28349859,0.57,1.0,127.75699999999999,128.4768824736232,88.8894394857122,3.8419945477810984
432,AAPL,2017-02-10 00:00:00+00:00,132.12,132.94,132.05,132.46,20065458,126.101295775,126.8839408139,126.0344846132,126.4258071326,20065458,0.0,1.0,128.774,129.139267478419,86.58831775255551,3.9112886400027946
433,AAPL,2017-02-13 00:00:00+00:00,133.29,133.82,132.75,133.08,23035421,127.2179966232,127.7238525629,126.7025962317,127.0175631376,23035421,0.0,1.0,129.94,129.89394611870645,87.90353416591412,4.014339126615184
434,AAPL,2017-02-14 00:00:00+00:00,135.02,135.09,133.25,133.47,33226223,128.8691867661,128.935997928,127.1798188164,127.3897967537,33226223,0.0,1.0,131.307,130.8259559153053,89.53734181983648,4.187334930922745
435,AAPL,2017-02-15 00:00:00+00:00,135.51,136.27,134.62,135.52,35623100,129.3368648991,130.0622432278,128.4874086984,129.3464093508,35623100,0.0,1.0,131.983,131.6776002943407,89.95132791798912,4.314242356737239
436,AAPL,2017-02-16 00:00:00+00:00,135.345,135.9,134.8398,135.67,22584555,129.1793814462,129.7090985152,128.6971957466,129.4895761262,22584555,0.0,1.0,132.6645,132.3444002408242,88.67889024793887,4.351343703381218
437,AAPL,2017-02-17 00:00:00+00:00,135.72,135.83,135.1,135.1,22198197,129.5372983847,129.6422873533,128.9455423797,128.9455423797,22198197,0.0,1.0,133.32850000000002,132.95814565158344,89.05774081624278,4.360738277493937
438,AAPL,2017-02-21 00:00:00+00:00,136.7,136.75,135.98,136.23,24507156,130.4726546507,130.5203769091,129.7854541287,130.0240654211,24507156,0.0,1.0,133.9695,133.638482805841,89.99957983962588,4.396580313878616
439,AAPL,2017-02-22 00:00:00+00:00,137.11,137.12,136.11,136.43,20836932,130.8639771701,130.8735216218,129.90953200069998,130.2149544549,20836932,0.0,1.0,134.52749999999997,134.26966775023354,90.37292167056694,4.407264754762593
440,AAPL,2017-02-23 00:00:00+00:00,136.53,137.48,136.3,137.38,20788186,130.3103989719,131.2171218828,130.09087658290002,131.1216773658,20788186,0.0,1.0,134.9765,134.68063725019107,85.50960947812776,4.319142709816845
441,AAPL,2017-02-24 00:00:00+00:00,136.66,136.66,135.28,135.91,21776585,130.4344768439,130.4344768439,129.11734251020002,129.7186429669,21776585,0.0,1.0,135.40050000000002,135.04052138651997,85.69541944096026,4.211250592439768
442,AAPL,2017-02-27 00:00:00+00:00,136.93,137.435,136.28,137.14,20257426,130.69217703959998,131.1741718501,130.0717876795,130.8926105252,20257426,0.0,1.0,135.88150000000002,135.38406295260725,86.09424999257246,4.100266733042474
443,AAPL,2017-02-28 00:00:00+00:00,136.99,137.435,136.7,137.08,23482860,130.7494437498,131.1741718501,130.4726546507,130.835343815,23482860,0.0,1.0,136.2515,135.67605150667865,86.18642043969294,3.971373205217901
444,AAPL,2017-03-01 00:00:00+00:00,139.79,140.15,137.595,137.89,36414585,133.421890224,133.7654904849,131.3268830772,131.6084444022,36414585,0.0,1.0,136.7285,136.42404214182798,89.63808609088458,4.04849225657793
445,AAPL,2017-03-02 00:00:00+00:00,138.96,140.2786,138.76,140.0,26210984,132.6297007334,133.8882321337,132.4388116995,133.6223237095,26210984,0.0,1.0,137.07350000000002,136.88512538876836,83.01608172099911,3.9965656756596957
446,AAPL,2017-03-03 00:00:00+00:00,139.78,139.83,138.59,138.78,21571121,133.4123457723,133.4600680307,132.2765560207,132.4579006029,21571121,0.0,1.0,137.517,137.41146622717412,84.25372414239285,3.975750654419926
447,AAPL,2017-03-06 00:00:00+00:00,139.34,139.77,138.5959,139.365,21750044,132.9923898978,133.4028013206,132.2821872472,133.016251027,21750044,0.0,1.0,137.879,137.76210873132428,80.84919916113994,3.87903517448089
448,AAPL,2017-03-07 00:00:00+00:00,139.52,139.98,138.79,139.06,17446297,133.1641900282,133.6032348061,132.46744505459998,132.72514525030002,17446297,0.0,1.0,138.161,138.08172532562895,81.18416114173273,3.7734143833664575
449,AAPL,2017-03-08 00:00:00+00:00,139.0,139.8,138.82,138.95,18707236,132.6678785402,133.4314346757,132.4960784097,132.6201562817,18707236,0.0,1.0,138.35,138.2486843573328,76.99445514901886,3.606179696500533
